frequency,callsign,city,sp,antenna_type,erp,lat,lon,class,slogan,haat,owner,format,market
93.7,WIFY,ADDISON,VT,DRL,21.0,44.220888888888894,73.40986111111111,C3,THE POINT,108.0,"RADIO BROADCASTING SERVICES, INCORPORATED",Adult Alternative,Burlington-Plattsburgh
103.3,WIXM,WATERBURY,VT,NDIR,2.85,44.364472222222226,72.93094444444445,C3,ROCK 103.3,284.0,"RADIO BROADCASTING SERVICES, INCORPORATED",Rock,Burlington-Plattsburgh
106.7,WIZN,VERGENNES,VT,NDIR,50.0,44.311166666666665,73.24205555555555,C2,THE WIZARD CLASSIC ROCK,114.0,"HALL COMMUNICATIONS, INC.",Classic Rock,Burlington-Plattsburgh
105.3,WJEN,KILLINGTON,VT,NDIR,1.25,43.6395,72.83619444444444,C2,105.3 CAT COUNTRY,683.0,"6 JOHNSON ROAD LICENSES, INC.",Country,
98.1,WJJR,RUTLAND,VT,NDIR,3.3,43.65875,73.10655555555554,C2,98.1 JJR,407.0,"6 Johnson Road Licenses, Inc.",Adult Contemporary,
94.5,WJJZ,IRASBURG,VT,DRL,6.0,44.81494444444444,72.23930555555556,A,JJ COUNTRY 94.5,30.14,"VERMONT BROADCAST ASSOCIATES, INC",Country,Montpelier-Barre-Saint Johnsbury
92.1,WJPL-LP,BARRE,VT,NDIR,0.1,44.171166666666664,72.48341666666667,LP100,,8.095222,"VERMONT CHRISTIAN RADIO, INC.",Religious Teaching,Montpelier-Barre-Saint Johnsbury
90.7,WJSC-FM,JOHNSON,VT,NDIR,0.2,44.641416666666665,72.67177777777778,A,FREEFORM COMMUNITY RADIO,-149.0,"BOARD OF TRUSTEES, VERMONT STATE COLLEGE",Variety,
96.1,WJSY-LP,NEWPORT,VT,NDIR,0.1,44.943638888888884,72.19675000000001,LP100,,-16.634256,"VOICE IN THE KINGDOM RADIO, INC.",Religious Teaching,Montpelier-Barre-Saint Johnsbury
101.9,WKKN,WESTMINSTER,VT,DRL,1.05,43.03341666666667,72.36722222222221,A,THE PEAK 101.9 & 100.7,236.0,"Great  Eastern Radio, LLC",Classic Rock,
92.7,WKVT-FM,BRATTLEBORO,VT,NDIR,1.8,42.89588888888889,72.6631388888889,A,REWIND 92.7 / 102.3,186.0,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC",Adult Hits,
105.5,WKXH,ST. JOHNSBURY,VT,NDIR,1.25,44.41061111111111,71.96980555555555,A,KIX 105.5,217.0,"VERMONT BROADCAST ASSOCIATES, INC.",Country,Montpelier-Barre-Saint Johnsbury
93.9,WLVB,MORRISVILLE,VT,NDIR,5.4,44.578361111111114,72.6353888888889,A,VERMONT COUNTRY 93.9,37.0,"RADIO VERMONT, INC.",Country,
104.1,WMNV,RUPERT,VT,NDIR,4.3,43.266999999999996,73.25536111111111,A,ALIVE RADIO NETWORK,61.0,CAPITAL MEDIA CORPORATION,Religious Teaching,
92.1,WMOO,DERBY CENTER,VT,DRL,2.25,44.973083333333335,72.07452777777777,C3,THE NEW MOO-92.1 FM,189.0,"Vermont Broadcast Associates, Inc.",Hot AC,Montpelier-Barre-Saint Johnsbury
94.5,WMRW-LP,WARREN,VT,NDIR,0.1,44.15866666666667,72.81469444444444,LP100,,-104.8,ROOTSWORK INC.,Variety,Montpelier-Barre-Saint Johnsbury
106.3,WMTK-FM1,ST. JOHNSBURY,VT,NDIR,0.025,44.41727777777778,71.99230555555556,D,THE NOTCH,,"VERMONT BROADCAST ASSOCIATES, INC",Classic Hits,Montpelier-Barre-Saint Johnsbury
95.7,WMTZ-LP,RUTLAND,VT,NDIR,0.1,43.60755555555556,72.95563888888888,LP100,WE'RE MARCHING TO ZION,-105.0,"GREEN MOUNTAIN ADVENTIST MEDIA, INC.",Religious Teaching,
88.1,WNCH,NORWICH,VT,DRL,1.55,43.43758333333333,72.45175,B,VPR CLASSICAL,686.2,VERMONT PUBLIC CO.,Classical,Lebanon-Hanover-White River Junction
104.7,WNCS,MONTPELIER,VT,DRL,1.9,44.42058333333333,72.82788888888888,C2,THE POINT,634.0,"MONTPELIER BROADCASTING, INC.",Adult Alternative,Burlington-Plattsburgh
88.3,WNUB-FM,NORTHFIELD,VT,NDIR,0.27,44.140055555555556,72.65952777777778,A,,-113.0,THE TRUSTEES OF NORWICH UNIVERSITY,,Montpelier-Barre-Saint Johnsbury
98.9,WOKO,BURLINGTON,VT,NDIR,100.0,44.45086111111112,73.19705555555556,C1,THE BIG STATION,94.0,"HALL COMMUNICATIONS, INC.",Country,Burlington-Plattsburgh
91.5,WOOL,BELLOWS FALLS,VT,DRL,0.55,43.137277777777776,72.43258333333334,A,BLACK SHEEP RADIO,118.0,GREAT FALLS COMMUNITY BROADCASTING COMPANY,Variety,
93.7,WOTX,LUNENBURG,VT,DRL,0.46,44.39422222222222,71.65508333333334,A,THE OUTLAW,279.0,"ALEXXON, LLC",Classic Rock,
90.1,WOXM,MIDDLEBURY,VT,DRL,1.2,44.02616666666667,73.16177777777779,A,,95.3,VERMONT PUBLIC CO.,,Burlington-Plattsburgh
107.1,WRFK,BARRE,VT,NDIR,3.9,44.15838888888889,72.47897222222223,A,FRANK FM,125.0,"Great Eastern Radio, LLC",Classic Hits,Montpelier-Barre-Saint Johnsbury
91.1,WRMC-FM,MIDDLEBURY,VT,NDIR,2.9,44.007,73.17733333333334,A,,-9.0,THE PRESIDENT AND FELLOWS OF MIDDLEBURY COLLEGE,Variety,Burlington-Plattsburgh
101.5,WRSY,MARLBORO,VT,NDIR,0.12,42.84616666666667,72.68730555555555,A,93.9 THE RIVER,227.0,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC",Adult Alternative,
90.1,WRUV,BURLINGTON,VT,NDIR,0.46,44.48030555555556,73.2015,A,,40.0,THE UNIVERSITY OF VERMONT,Variety,Burlington-Plattsburgh
88.7,WRVT,RUTLAND,VT,NDIR,5.6,43.65875,73.10655555555554,C2,VERMONT PUBLIC RADIO,408.0,Vermont Public Co.,News/Talk,
105.5,WRXJ-LP,WINOOSKI,VT,NDIR,0.1,44.498083333333334,73.18705555555556,LP100,EWTN,19.0,ST. FRANCIS XAVIER PARISH CHARITABLE TRUST,Religious Teaching,Burlington-Plattsburgh
100.7,WTHK,WILMINGTON,VT,NDIR,0.13,42.95922222222222,72.92230555555555,A,THE PEAK 101.9 & 100.7,452.0,"Great Eastern Radio, LLC",Classic Rock,
97.5,WTNN,BRISTOL,VT,NDIR,8.7,44.40647222222222,73.13647222222222,C3,EAGLE COUNTRY 97.5,157.0,"IMPACT RADIO, INC.",Country,Burlington-Plattsburgh
96.7,WTSA-FM,BRATTLEBORO,VT,NDIR,5.2,42.88922222222222,72.61258333333333,A,96.7 TSA-FM,41.0,"FOUR SEASONS MEDIA, INC.",Hot AC,
88.9,WVBA,BRATTLEBORO,VT,DRL,6.2,42.82844444444445,72.5996111111111,B1,VPR,54.0,VERMONT PUBLIC CO.,News/Talk,
107.5,WVER-FM,West Rutland,VT,NDIR,0.45,43.65875,73.10655555555554,A,VPR,363.0,Vermont Public Co.,Classical,
107.7,WVEW-LP,BRATTLEBORO,VT,NDIR,0.1,42.842000000000006,72.57369444444444,LP100,,-82.0,"VT EARTH WORKS, INC.",Variety,
91.5,WVLR-FM,LYNDONVILLE,VT,NDIR,2.75,44.53391666666666,72.02869444444444,A,VPR CLASSICAL,-23.0,Vermont Public Co.,News/Talk,Montpelier-Barre-Saint Johnsbury
91.1,WVNK,MANCHESTER,VT,NDIR,0.115,43.23675,73.02844444444445,A,,96.5,VERMONT PUBLIC CO.,Classical,
88.5,WVPA,ST. JOHNSBURY,VT,DRL,0.85,44.570861111111114,71.89341666666667,C2,VERMONT PUBLIC RADIO,569.2,VERMONT PUBLIC CO.,News/Talk,Montpelier-Barre-Saint Johnsbury
89.5,WVPR,WINDSOR,VT,NDIR,1.7,43.43758333333333,72.45175,B,VERMONT PUBLIC RADIO,694.0,VERMONT PUBLIC CO.,News/Talk,Lebanon-Hanover-White River Junction
107.9,WVPS,BURLINGTON,VT,NDIR,48.8,44.52558333333333,72.81566666666666,C,VERMONT PUBLIC RADIO,828.0,VERMONT PUBLIC CO.,News/Talk,Burlington-Plattsburgh
103.3,WWMP-FM1,MONTPELIER,VT,NDIR,0.011,44.28033333333333,72.55786111111111,D,ROCK 103.3,,"RADIO BROADCASTING SERVICES,  INCORPORATED",Rock,Montpelier-Barre-Saint Johnsbury
90.7,WVTC,RANDOLPH CENTER,VT,NDIR,0.3,43.93533333333333,72.60230555555555,A,,64.0,VERMONT STATE COLLEGES,Adult Alternative,Lebanon-Hanover-White River Junction
106.9,WVTI,BRIGHTON,VT,DRL,1.42,44.78391666666666,71.88647222222222,A,VPR CLASSICAL,211.5,VERMONT PUBLIC CO.,Classical,Montpelier-Barre-Saint Johnsbury
95.1,WVTQ,SUNDERLAND,VT,NDIR,0.105,43.16555555555556,73.11997222222222,A,VPR CLASSICAL,718.9,VERMONT PUBLIC CO.,Classical,
102.1,WVXR,RANDOLPH,VT,NDIR,11.0,43.95561111111111,72.6038611111111,C3,VPR CLASSICAL,133.0,VERMONT PUBLIC CO.,Classical,Lebanon-Hanover-White River Junction
100.9,WWFY,BERLIN,VT,NDIR,4.5,44.125166666666665,72.47397222222223,C3,FROGGY 100.9,237.0,"Great Eastern Radio, LLC",Country,Lebanon-Hanover-White River Junction
102.3,WWMP,GRAND ISLE,VT,DRL,20.0,44.76475,73.58736111111111,C3,MIX 102.3,111.0,LAKE CHAMPLAIN BROADCASTING INC.,Hot AC,Burlington-Plattsburgh
93.9,WWOD,WOODSTOCK,VT,DRL,3.1,43.647,72.36313888888888,A,93.9 THE RIVER,139.0,"Great Eastern Radio, LLC",Adult Alternative,Lebanon-Hanover-White River Junction
92.5,WWPV-LP,COLCHESTER,VT,NDIR,0.1,44.49391666666667,73.16372222222223,LP100,88.7 THE MIKE,24.0,"SAINT MICHAEL'S COLLEGE, INC.",Adult Alternative,Burlington-Plattsburgh
95.3,WXLF,HARTFORD,VT,DRL,6.0,43.65397222222222,72.29508333333334,A,95.3 AND 107.1THE WOLF,87.0,"WBIN MEDIA CO., INC.",Country,Lebanon-Hanover-White River Junction
89.1,WXLQ,BRISTOL,VT,NDIR,1.2,44.225,73.12458333333333,A,NORTH COUNTRY PUBLIC RADIO,183.0,THE ST. LAWRENCE UNIVERSITY,News/Talk/Variety,Burlington-Plattsburgh
95.5,WXXX,SOUTH BURLINGTON,VT,DRL,25.0,44.50947222222222,73.18261111111111,C3,95 TRIPLE X,72.0,"Sison Broadcasting, Inc.",Contemporary Hit Radio,Burlington-Plattsburgh
89.1,WYTC-LP,HYDE PARK,VT,NDIR,0.1,44.601416666666665,72.63038888888889,LP100,,-92.0,Green Mountain Technology & Career Center / Lamoille Union Modified Unified School District,Variety,
103.1,WZKC,ROYALTON,VT,NDIR,1.45,43.77444444444444,72.39805555555556,A,K-LOVE,208.0,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,Lebanon-Hanover-White River Junction
107.1,WZLF,BELLOWS FALLS,VT,NDIR,1.15,43.20922222222222,72.33230555555555,A,95.3 AND 107.1 THE WOLF,162.0,"WBIN MEDIA CO., INC.",Country,Lebanon-Hanover-White River Junction
97.1,WZRT,RUTLAND,VT,NDIR,6.3,43.65875,73.10655555555554,C2,Z-97.1,407.0,"6 Johnson Road Licenses, Inc.",Contemporary Hit Radio,
