frequency,callsign,city,sp,antenna_type,erp,lat,lon,class,slogan,haat,owner,format,market
102.5,W273CR,EAST BAY TOWNSHIP,MI,NDIR,0.01,44.76027777777778,85.68286111111112,D,BOB FM 104.5,,MICHIGAN COMMUNITY RADIO,Adult Hits,Traverse City-Petoskey-Cadillac
102.5,W273DD,GRAND RAPIDS,MI,DRL,0.155,43.032805555555555,85.69641666666666,D,102.5 THE RIDE,,"GOODRICH RADIO, LLC",Rhythm And Blues,Grand Rapids
102.7,W274AQ,BATTLE CREEK,MI,DRL,0.25,42.29227777777778,85.18277777777779,D,FAT ONE 102.7 - WFAT,,"MIDWEST COMMUNICATIONS, INC.",Classic Hits,
102.7,W274BN,ALPENA,MI,DRL,0.25,45.03333333333333,83.48080555555556,D,,,WEST CENTRAL MICHIGAN MEDIA MINISTRIES,Religious Teaching,
103.1,W276CZ,SAGINAW,MI,NDIR,0.25,43.03086111111111,84.17802777777779,D,LA PODEROSA,,"RADIO BY GRACE, INC.",Regional Mexican,
103.1,W276DB,ROCHESTER HILLS,MI,DRL,0.25,42.64861111111111,83.07527777777777,D,FAMILY LIFE RADIO,,"Relevant Radio, Inc.",Contemporary Christian,Detroit
103.3,W277AG,SAULT STE. MARIE,MI,NDIR,0.026,46.48586111111111,84.33391666666667,D,WITNESSING HIS WONDERFUL LOVE,55.0,"GOSPEL OPPORTUNITIES, INC.",Religious Teaching,
103.3,W277DY,PETOSKEY,MI,NDIR,0.25,45.32138888888889,84.87588888888888,D,THE TALK STATION,,"MACDONALD GARBER BROADCASTING, INC.",Talk,Traverse City-Petoskey-Cadillac
103.5,W278BX,SAGINAW,MI,NDIR,0.03,43.47669444444445,83.9516388888889,D,SMILE FM MICHIGAN'S POSITIVE HITS,,Smile FM,Contemporary Christian,Saginaw-Bay City-Midland
103.7,W279BP,JACKSON,MI,NDIR,0.25,42.28780555555555,84.40022222222223,D,,12.9,"ELMER HESS, JR.",Religious Teaching,
103.7,W279CC,ALPENA,MI,NDIR,0.25,45.06333333333333,83.4341388888889,D,ROCK 105,0.0,"NORTHERN LIGHTS ENTERPRISES, INC.",Rock,
103.9,W280DD,IRONWOOD,MI,NDIR,0.01,46.479111111111116,90.14766666666668,D,WITNESSING HIS WONDERFUL LOVE,131.0,"GOSPEL OPPORTUNITIES, INC.",Religious Teaching,
103.9,W280EL,YATES,MI,DRL,0.088,42.447805555555554,83.17297222222223,D,FREEDOM 1160,,MICHIGAN COMMUNITY RADIO,Talk,Detroit
